rsid	PheWasP	PheWasTrait	chr	n	vP	mP	MoBaTrait	MobaAF
rs2596547	5.55495e-08	Asthma	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5.59178e-08	Urate	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5.60003e-08	Tyrosine levels	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5.73852e-08	IDP_dMRI_TBSS_L3_Retrolenticular_part_of_internal_capsule_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5.92652e-08	HippSubfield_rh_volume_hippocampal-fissure	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.0548e-08	aparc-DKTatlas_rh_area_insula	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.09677e-08	IDP_dMRI_ProbtrackX_ICVF_ifo_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.20155e-08	ThalamNuclei_rh_volume_PuM	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.49995e-08	Cholesteryl ester levels in chylomicrons and extremely large VLDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.59994e-08	Nervous feelings	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.63896e-08	IDP_dMRI_TBSS_MD_Posterior_corona_radiata_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.67421e-08	IDP_dMRI_TBSS_MD_Superior_corona_radiata_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.76083e-08	Granzyme A	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.80002e-08	Diabetes	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.80002e-08	Triglycerides to total lipids ratio in small LDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.08272e-08	IDP_dMRI_TBSS_L1_Posterior_thalamic_radiation_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.23419e-08	Number of days/week of moderate physical activity 10+ minutes	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.49998e-08	Forced expiratory volume in 1-second (FEV1), predicted	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.52333e-08	ENSG00000204314	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.58927e-08	IDP_dMRI_ProbtrackX_L3_ilf_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.69999e-08	Total triglycerides	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.77499e-08	wg_lh_intensity-contrast_superiorfrontal	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.87771e-08	IDP_dMRI_TBSS_MD_Anterior_corona_radiata_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8.14517e-08	IDP_dMRI_ProbtrackX_ICVF_ilf_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8.21297e-08	IDP_dMRI_ProbtrackX_ICVF_cst_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8.23948e-08	IDP_dMRI_ProbtrackX_ICVF_ar_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8.70001e-08	Concentration of small HDL particles	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8.7271e-08	Diseases of the genitourinary system	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	9.12011e-08	Ubiquitin-like protein ISG15	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	9.20005e-08	Illnesses of siblings: Diabetes	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	9.80009e-08	Free cholesterol in HDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	9.94947e-08	IDP_dMRI_ProbtrackX_MD_ifo_r	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.02683e-07	IDP_dMRI_ProbtrackX_ICVF_cgc_r	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.09999e-07	Ever depressed for a whole week	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.10301e-07	Mean corpuscular volume	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.14446e-07	IDP_dMRI_TBSS_MD_Cingulum_cingulate_gyrus_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.15001e-07	IDP_dMRI_TBSS_ICVF_Posterior_corona_radiata_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.1798e-07	ENSG00000204315	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.19454e-07	wg_rh_intensity-contrast_superiorfrontal	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.2e-07	Cholesterol levels in small HDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.236e-07	CX3CL1 levels	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.24137e-07	IDP_dMRI_TBSS_L1_Superior_corona_radiata_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.24595e-07	IDP_dMRI_TBSS_OD_Posterior_corona_radiata_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.25864e-07	aparc-a2009s_lh_thickness_Lat-Fis-ant-Vertical	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.29999e-07	Cholesterol levels in chylomicrons and extremely large VLDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.36113e-07	IDP_dMRI_ProbtrackX_ICVF_ilf_r	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.40001e-07	Treatment speciality of consultant (recoded): General medicine	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.40185e-07	IDP_dMRI_ProbtrackX_MD_ilf_r	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.41938e-07	IDP_dMRI_TBSS_ICVF_Superior_corona_radiata_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.43179e-07	Treatment/medication code: ventolin 100micrograms inhaler	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.46009e-07	Calcium	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.5e-07	Total lipids in lipoprotein particles	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.58672e-07	IDP_dMRI_ProbtrackX_L2_ilf_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.6e-07	Triglycerides in small HDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.6e-07	Ratio of omega-6 fatty acids to omega-3 fatty acids	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.6e-07	Height	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.61261e-07	Non-cancer illness code  self-reported: diabetes	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.6819e-07	IDP_dMRI_ProbtrackX_ICVF_ar_r	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.7e-07	Corneal hysteresis (left)	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.75914e-07	aparc-Desikan_lh_area_middletemporal	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.77828e-07	Polypeptide N-acetylgalactosaminyltransferase 1	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.82138e-07	IDP_dMRI_TBSS_L3_Retrolenticular_part_of_internal_capsule_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.89998e-07	Triglycerides to total lipids ratio in very small VLDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.89998e-07	Rheumatoid arthritis	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.94326e-07	Rheumatoid Arthritis	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	1.94626e-07	IDP_dMRI_ProbtrackX_OD_str_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2e-07	Cholesterol to total lipids ratio in IDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2e-07	Triglyceride levels in medium VLDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2e-07	Childhood sunburn occasions	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.1e-07	Cholesteryl esters to total lipids ratio in large LDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.1e-07	Free cholesterol to total lipids ratio in medium LDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.18791e-07	Peak expiratory flow (PEF)	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.2228e-07	IDP_dMRI_TBSS_L1_Retrolenticular_part_of_internal_capsule_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.26178e-07	Potassium in urine	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.30001e-07	Respiratory or ear-nose-throat disease	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.31601e-07	Autoimmune hepatitis	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.38177e-07	IDP_dMRI_TBSS_OD_Superior_corona_radiata_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.39999e-07	Triglycerides to total lipids ratio in IDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.48485e-07	IDP_dMRI_TBSS_L1_Posterior_thalamic_radiation_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.59537e-07	IDP_dMRI_ProbtrackX_L2_unc_r	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.69588e-07	IDP_dMRI_TBSS_L3_Anterior_corona_radiata_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.69998e-07	Frequency of light DIY in last 4 weeks	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.69998e-07	Treatment/medication code: seretide 50 evohaler	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.69998e-07	Operation code: appendicectomy	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.74663e-07	IDP_dMRI_TBSS_ICVF_Superior_corona_radiata_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.80001e-07	Free cholesterol levels in HDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.84446e-07	IDP_dMRI_ProbtrackX_L2_fmi	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.85581e-07	LDL direct	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.95461e-07	IDP_dMRI_ProbtrackX_L3_ifo_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.9792e-07	BA-exvivo_rh_thickness_entorhinal	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.98607e-07	IDP_T1_FAST_ROIs_R_paracing_gyrus	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	2.99999e-07	Total triglycerides levels	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.07256e-07	IDP_dMRI_ProbtrackX_FA_fmi	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.07539e-07	IDP_T1_FAST_ROIs_R_temp_fusif_cortex_post	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.09999e-07	Cholesterol in small HDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.1268e-07	IDP_dMRI_TBSS_L1_Superior_longitudinal_fasciculus_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.1463e-07	IDP_dMRI_TBSS_ICVF_Medial_lemniscus_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.29997e-07	Ratio of monounsaturated fatty acids to total fatty acids	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.40001e-07	Mean corpuscular hemoglobin	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.42137e-07	Seen a psychiatrist for nerves  anxiety  tension or depression	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.50002e-07	Concentration of small HDL particles	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.50187e-07	aparc-Desikan_lh_thickness_insula	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.68129e-07	IDP_dMRI_TBSS_ICVF_Body_of_corpus_callosum	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.68876e-07	Phosphate	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.69999e-07	Eye problems/disorders: Diabetes related eye disease	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.78617e-07	IDP_dMRI_TBSS_ICVF_Sagittal_stratum_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.79997e-07	Total lipid levels in small VLDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.79997e-07	Free cholesterol in chylomicrons and extremely large VLDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.85212e-07	IDP_dMRI_TBSS_L2_Anterior_corona_radiata_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	3.99991e-07	Seen doctor (GP) for nerves  anxiety  tension or depression	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.01606e-07	IDP_dMRI_ProbtrackX_ICVF_fmi	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.09996e-07	Cholesteryl esters to total lipids ratio in IDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.09996e-07	Triglycerides in medium VLDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.09996e-07	Treatment/medication code: ventolin 100micrograms inhaler	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.30002e-07	Tyrosine	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.39258e-07	Illnesses of father: Lung cancer	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.49997e-07	Concentration of small VLDL particles	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.64088e-07	IDP_dMRI_TBSS_MD_Superior_longitudinal_fasciculus_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.70002e-07	Number of days/week of vigorous physical activity 10+ minutes	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.7228e-07	wg_lh_intensity-contrast_insula	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.80861e-07	LDL direct	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.90004e-07	HDL cholesterol	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	4.90004e-07	LDL cholesterol	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5e-07	Psychological or psychiatric problem	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5.30005e-07	Leg fat mass (left)	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5.56878e-07	ENSG00000204469	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5.92516e-07	IDP_dMRI_TBSS_L3_Superior_fronto-occipital_fasciculus_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5.93198e-07	IDP_dMRI_ProbtrackX_FA_ifo_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	5.99998e-07	Liver iron content	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.0256e-07	Complement C1q tumor necrosis factor-related protein 5	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.13253e-07	Phosphate	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.19998e-07	Rheumatoid arthritis	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.26643e-07	Trunk fat mass	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.44125e-07	Familial combined hyperlipidemia defined by Consensus criteria	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.49995e-07	Ratio of omega-6 fatty acids to omega-3 fatty acids	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.49995e-07	Suffer from 'nerves'	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.50205e-07	Mean corpuscular hemoglobin	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.54485e-07	IDP_dMRI_ProbtrackX_L2_slf_l	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.59994e-07	Cholesteryl esters to total lipids ratio in large LDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.69993e-07	Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.81695e-07	DNA methylation Hannum age acceleration	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.83707e-07	Worry	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.90001e-07	Why stopped smoking: Health precaution	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	6.90558e-07	IDP_dMRI_TBSS_MD_Superior_fronto-occipital_fasciculus_L	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.05342e-07	wg_lh_intensity-contrast_inferiorparietal	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.19996e-07	Cholesterol to total lipids ratio in very small VLDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.23936e-07	IDP_dMRI_TBSS_L2_Posterior_thalamic_radiation_R	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.39605e-07	IDP_dMRI_ProbtrackX_L2_ifo_r	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.47309e-07	Nephrotic syndrome	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.69999e-07	Neutrophil count	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.69999e-07	Age started hormone-replacement therapy (HRT)	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.70105e-07	Prostate cancer	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	7.70105e-07	Prostate cancer	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8e-07	Rheumatoid arthritis	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8e-07	Rheumatoid arthritis	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8.0177e-07	Rheumatoid Arthritis	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8.40001e-07	Triglycerides in VLDL	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
rs2596547	8.70964e-07	Spermatogenesis-associated protein 20	6	50788	0.333491677278253	6.21684443370724e-09	EasActiv18mo	0.130484
